name	type	latlon
Tekfly	wifi	"37.07020366,-93.25585246"
Babbleblab	wifi	"37.11863521,-93.18437538"
Skyndu	wifi	"36.96709885,-93.43037432"
Buzzshare	wifi	"37.02998191,-93.02943475"
Divape	wifi	"36.93852301,-93.27504629"
Voonte	wifi	"37.21498109,-92.97926358"
Skiptube	wifi	"37.37233356,-93.44806324"
Mudo	wifi	"37.12988455,-92.97649572"
Yodel	wifi	"37.45638286,-93.33869285"
Skinix	wifi	"37.47169216,-93.41068436"
Twitterworks	wifi	"36.9956795,-93.07073372"
Voomm	wifi	"36.99143464,-93.3905734"
Tagpad	wifi	"37.1681064,-93.02326715"
Babbleset	wifi	"37.09210216,-93.46549641"
Oloo	wifi	"37.37977099,-93.47753583"
Oyoba	wifi	"37.40098583,-93.29403681"
Twitterlist	wifi	"37.27343608,-93.20924081"
Yakidoo	wifi	"37.36646204,-93.31292251"
Pixope	wifi	"37.26807198,-93.5164446"
Dynabox	wifi	"37.38549464,-93.2052566"
Wikibox	wifi	"37.01771535,-93.3033733"
Aivee	wifi	"37.34443899,-93.03199444"
Feedfish	wifi	"37.25095873,-92.9718723"
Abata	wifi	"37.31662614,-93.45871389"
Quire	wifi	"37.11515983,-93.19641917"
Oyoba	wifi	"37.26914143,-92.98078741"
Centimia	wifi	"37.30914619,-93.55650859"
Linkbuzz	wifi	"37.33116072,-93.33846753"
Avamm	wifi	"37.20056306,-93.25545554"
Skimia	wifi	"37.18680055,-92.98118628"
Bluezoom	wifi	"37.03449666,-93.08675271"
Skyvu	wifi	"37.31463186,-93.16671112"
Skidoo	wifi	"36.97307249,-93.44109551"
Thoughtmix	wifi	"37.37143365,-93.3210915"
Zoovu	wifi	"37.05565503,-93.08858941"
Photobug	wifi	"37.40022744,-93.19699614"
Flipstorm	wifi	"37.35368678,-93.06375457"
Viva	wifi	"37.28089079,-93.28061518"
Edgeify	wifi	"36.98644224,-93.51002076"
Camido	wifi	"37.39608958,-93.02189667"
Yombu	wifi	"37.07653845,-93.51760938"
Ainyx	wifi	"37.18823828,-93.18297811"
Agimba	wifi	"37.21611242,-93.19760139"
Wordtune	wifi	"37.38189263,-93.4345138"
Lajo	wifi	"36.94500087,-93.21557379"
Yombu	wifi	"37.30040416,-93.17396985"
Dablist	wifi	"37.08398683,-93.34801577"
Realmix	wifi	"37.20483293,-93.12195839"
Teklist	wifi	"37.11325859,-93.44764442"
Yacero	wifi	"37.49064114,-93.32580927"
Fivebridge	wifi	"36.94212515,-93.24946726"
Voolith	wifi	"37.10844105,-93.00130707"
Flipopia	wifi	"37.0115228,-93.50367915"
Thoughtstorm	wifi	"37.27717991,-93.61870144"
Blogtag	wifi	"37.26231079,-93.20064262"
Jaxspan	wifi	"37.14036476,-93.17906517"
Yambee	wifi	"37.29127829,-93.48582366"
Reallinks	wifi	"37.16241866,-93.52805642"
Skajo	wifi	"37.29669597,-93.08418531"
Skippad	wifi	"37.1253308,-93.5913339"
Quire	wifi	"37.06656478,-92.9823936"
Livetube	wifi	"36.94757796,-93.44496709"
Oyondu	wifi	"37.03960984,-93.10422437"
Omba	wifi	"37.2482942,-93.21679363"
Thoughtsphere	wifi	"37.29221151,-93.54759979"
Twitterbridge	wifi	"37.35003282,-93.52797277"
Gabcube	wifi	"37.22878643,-93.21122095"
Kazio	wifi	"37.36699132,-93.35350696"
Yodoo	wifi	"37.37757954,-93.4103758"
Wikizz	wifi	"37.38613637,-93.36767271"
Fanoodle	wifi	"37.20750735,-93.44119886"
Feedbug	wifi	"37.2725806,-93.10206922"
Tazz	wifi	"37.23069028,-93.36274824"
Twimm	wifi	"37.29186162,-93.250308"
Aimbu	wifi	"37.29993319,-93.07157275"
Thoughtblab	wifi	"37.31329621,-93.20118831"
Divavu	wifi	"37.35997957,-93.57144355"
Wordtune	wifi	"37.15540846,-93.30107847"
Youbridge	wifi	"37.26250879,-93.17151164"
Skippad	wifi	"37.25509991,-93.25264196"
Yozio	wifi	"36.98096126,-93.25151365"
Jabberbean	wifi	"37.41522083,-93.39186752"
Skippad	wifi	"37.32495804,-93.50474921"
Twitterbeat	wifi	"37.22658804,-93.62888224"
Thoughtbeat	wifi	"37.04928234,-93.5165936"
Trudeo	wifi	"37.1013675,-93.40532619"
Voonte	wifi	"37.19404299,-93.30828972"
Innojam	wifi	"36.94768049,-93.42603904"
Quatz	wifi	"37.31782184,-93.5976745"
Flipbug	wifi	"37.09709431,-93.25646604"
Voonder	wifi	"37.26368257,-93.63365793"
Skyvu	wifi	"37.24012216,-93.13507851"
Fiveclub	wifi	"37.26752777,-92.98029955"
Zoonoodle	wifi	"37.41848193,-93.47690606"
Dablist	wifi	"37.38866668,-93.19314152"
Mynte	wifi	"37.16682742,-93.50346948"
Jaxbean	wifi	"37.29244165,-93.02076324"
Thoughtblab	wifi	"36.9853914,-93.18011736"
Livetube	wifi	"37.22284338,-93.09716367"
DabZ	wifi	"36.93051888,-93.35617561"
LiveZ	wifi	"37.02507119,-93.15458916"
Topicblab	wifi	"37.31891502,-93.54828495"
Fatz	wifi	"37.37693904,-93.35273566"
Topiclounge	wifi	"37.46954672,-93.28357495"
Moland	wifi	"36.94300776,-93.41266181"
Straubel	wifi	"37.03567703,-93.20558241"
Center	wifi	"37.14177568,-93.23700818"
Coleman	wifi	"37.42676954,-93.12021983"
Hansons	wifi	"36.97992041,-93.14496652"
Sugar	wifi	"37.30929807,-93.06253826"
Jenna	wifi	"37.39728464,-93.0451254"
Spenser	wifi	"37.3022789,-93.04146391"
Northland	wifi	"37.10976499,-93.13906064"
Hovde	wifi	"37.2953804,-93.13617503"
Cardinal	wifi	"37.40724598,-93.14012798"
Lien	wifi	"37.11789572,-93.44075168"
Lillian	wifi	"37.48618136,-93.37299324"
Packers	wifi	"37.04915463,-93.50628421"
Talisman	wifi	"37.03946701,-93.2296036"
Forest Dale	wifi	"37.30496603,-93.61456663"
Mccormick	wifi	"37.008923,-93.48100756"
Hintze	wifi	"37.31148075,-93.14629703"
Portage	wifi	"37.1863489,-93.2033013"
4th	wifi	"37.02195934,-93.55927486"
Glacier Hill	wifi	"37.1897272,-92.99403816"
Green Ridge	wifi	"37.39398283,-93.34115612"
Graceland	wifi	"37.27369921,-92.94409853"
Kings	wifi	"36.9372152,-93.23780311"
International	wifi	"37.11798233,-93.35799432"
Prairieview	wifi	"37.25058642,-92.93299764"
Magdeline	wifi	"37.09748819,-93.02094232"
Holmberg	wifi	"37.00649137,-93.22664038"
Bultman	wifi	"37.20427004,-93.1273027"
Waywood	wifi	"37.49108675,-93.22585793"
4th	wifi	"37.160192,-92.99534916"
Little Fleur	wifi	"36.96209224,-93.20309384"
Kennedy	wifi	"37.45642343,-93.28156611"
Oriole	wifi	"37.10278515,-93.04728537"
Dennis	wifi	"37.20656849,-93.27629557"
Independence	wifi	"37.03523704,-93.11314385"
Gina	wifi	"37.20004376,-93.13067203"
Valley Edge	wifi	"37.06022252,-93.11908792"
Mallard	wifi	"37.42585788,-93.50127531"
Corben	wifi	"37.33296403,-93.50987362"
Browning	wifi	"37.41488807,-93.47641679"
Bartelt	wifi	"37.35695209,-93.59462614"
Manufacturers	wifi	"37.15032286,-93.50941217"
Knutson	wifi	"37.4256486,-93.10437691"
Chive	wifi	"37.35294799,-93.34709327"
Lien	wifi	"37.05686922,-93.46170061"
Canary	wifi	"37.21218998,-93.03894261"
Southridge	wifi	"36.94201608,-93.40829416"
Delaware	wifi	"37.20965867,-92.98652438"
Darwin	wifi	"37.19173787,-93.01301568"
Thompson	wifi	"37.05934101,-93.15873948"
Swallow	wifi	"37.33719998,-93.59415175"
West	wifi	"36.94213757,-93.23516358"
Di Loreto	wifi	"37.14378281,-93.00700315"
Porter	wifi	"37.36642147,-93.3917074"
Anderson	wifi	"37.21807346,-93.56413414"
Kinsman	wifi	"37.31055863,-93.51594132"
Veith	wifi	"37.16884127,-93.31744856"
Hagan	wifi	"37.33024796,-93.06278504"
John Wall	wifi	"37.31291717,-93.50522483"
Shoshone	wifi	"37.43977579,-93.34212876"
Main	wifi	"37.1905471,-93.47531663"
Longview	wifi	"37.26758621,-93.37524555"
Claremont	wifi	"37.23556352,-93.05500152"
Fulton	wifi	"37.10253201,-93.00431897"
Tony	wifi	"37.42304906,-93.37708085"
Florence	wifi	"37.11452625,-93.0559124"
Killdeer	wifi	"37.08197953,-93.41124109"
Doe Crossing	wifi	"37.15185929,-93.36658584"
Fair Oaks	wifi	"37.4469571,-93.14152433"
Merchant	wifi	"37.43155549,-93.19266343"
Bellgrove	wifi	"37.22064161,-93.19854011"
Magdeline	wifi	"37.37747617,-93.17256218"
Victoria	wifi	"37.13447439,-92.95078408"
Clove	wifi	"37.33908345,-93.11176653"
Banding	wifi	"37.37822878,-93.56608579"
Kipling	wifi	"37.32415686,-93.27260322"
Quincy	wifi	"37.18917679,-93.10351279"
Huxley	wifi	"37.44969898,-93.3732276"
High Crossing	wifi	"37.07796929,-93.61384923"
Melrose	wifi	"37.31006877,-93.12442378"
Lerdahl	wifi	"37.34037968,-92.99731729"
Dottie	wifi	"37.17226754,-93.28394061"
Sundown	wifi	"37.26354331,-93.40317323"
Buell	wifi	"37.33727884,-93.49200756"
Butterfield	wifi	"37.17000466,-93.53997971"
Dovetail	wifi	"37.25073525,-93.14860493"
Gale	wifi	"36.99211044,-93.22446528"
Crest Line	wifi	"37.3926188,-93.23445762"
Oak	wifi	"37.32102322,-93.32241544"
Donald	wifi	"37.28753955,-93.51358413"
8th	wifi	"37.26352168,-93.04873424"
Barby	wifi	"36.99194679,-93.27144805"
Park Meadow	wifi	"37.05409176,-93.0527505"
Upham	wifi	"37.03135003,-93.38236495"
Elgar	wifi	"37.02634395,-93.3547972"
Birchwood	wifi	"37.10760896,-93.44149581"
Eagle Crest	wifi	"37.29816983,-93.23329317"
Duke	wifi	"37.21405773,-93.42766578"
Drewry	wifi	"37.03642945,-93.00752588"
School	wifi	"37.27839762,-93.41012348"
Victoria	wifi	"37.05651198,-93.33636234"
Monterey	wifi	"37.27041706,-93.40509964"
Sloan	wifi	"37.42268939,-93.20218119"
Victoria	wifi	"37.14020728,-93.43006796"
Oak	wifi	"37.31360228,-93.18875586"
Bashford	wifi	"37.44519955,-93.35600445"
Corscot	wifi	"37.16565684,-93.01509941"
3rd	wifi	"37.01017637,-93.12236283"
Barby	wifi	"37.12404152,-93.22052493"
Emmet	wifi	"37.267042,-92.94756152"
Scofield	wifi	"37.31146025,-93.41394349"
North	wifi	"37.28428547,-93.54719169"
Washington	wifi	"37.44080745,-93.25890704"
Daystar	wifi	"37.06438499,-93.46828932"
Kensington	wifi	"36.97585004,-93.27532876"
West	wifi	"37.25956057,-93.31053893"
Northfield	wifi	"37.36093157,-93.40583754"
Melby	wifi	"36.99000408,-93.20538506"
Scofield	wifi	"37.39109378,-93.28222783"
Burning Wood	wifi	"37.29624136,-93.49831217"
Kinsman	wifi	"37.10050371,-93.30815275"
Hagan	wifi	"37.22966894,-92.95437407"
Vernon	wifi	"37.29901083,-93.09605542"
Eastlawn	wifi	"37.00948885,-93.27490001"
Gulseth	wifi	"37.22585636,-93.63310019"
Hagan	wifi	"36.96397705,-93.19061325"
Golf	wifi	"37.30244004,-93.06748679"
Dovetail	wifi	"37.28323172,-92.9495158"
Vermont	wifi	"37.07206142,-93.35507078"
Sloan	wifi	"37.24526348,-93.32394048"
Sunbrook	wifi	"37.45997057,-93.37716362"
Ohio	wifi	"37.2575672,-93.18897515"
Declaration	wifi	"36.94456798,-93.20118222"
Corry	wifi	"37.16035689,-93.38100742"
Cottonwood	wifi	"37.1622635,-93.14967364"
Forest Dale	wifi	"37.40268896,-93.27457588"
Lindbergh	wifi	"37.21229131,-93.51123836"
Caliangt	wifi	"37.24085327,-92.9459721"
Calypso	wifi	"37.10782267,-92.98735051"
Luster	wifi	"37.30717391,-93.41792825"
Declaration	wifi	"37.14117179,-92.9636014"
Darwin	wifi	"37.01093478,-93.07407655"
Dryden	wifi	"37.2319519,-93.27470985"
Stuart	wifi	"36.94433483,-93.37493874"
Ridgeway	wifi	"37.09805074,-93.11441191"
Annamark	wifi	"37.00368662,-93.2574287"
Brickson Park	wifi	"37.29045078,-93.45420005"
Kipling	wifi	"37.19961142,-93.51332884"
Sullivan	wifi	"37.30673484,-93.01634126"
Amoth	wifi	"37.21690176,-93.17594197"
Kedzie	wifi	"37.15944167,-93.1197234"
Green	wifi	"37.43980675,-93.31649932"
Hanson	wifi	"37.38559217,-93.07900494"
Kings	wifi	"37.34039191,-93.33201207"
Sutherland	wifi	"37.41104918,-93.44282785"
Bunker Hill	wifi	"37.25347883,-93.23671669"
Holy Cross	wifi	"36.96206877,-93.42680194"
Marcy	wifi	"37.27235797,-93.59024438"
Butternut	wifi	"37.09054595,-93.25846531"
Sunbrook	wifi	"37.44818249,-93.3689091"
Chive	wifi	"37.20461538,-93.4877059"
Reinke	wifi	"37.18894041,-93.61538237"
Express	wifi	"37.11815812,-93.009419"
Hauk	wifi	"37.21502238,-93.44651165"
Merchant	wifi	"37.47401631,-93.22506914"
Manufacturers	wifi	"37.0399998,-93.30526788"
Everett	wifi	"37.46464532,-93.1977975"
Meadow Vale	wifi	"37.14995,-93.43531821"
Anhalt	wifi	"37.09296451,-93.56917738"
Esker	wifi	"37.36825205,-93.45361865"
Park Meadow	wifi	"37.36372581,-93.10789192"
Derek	wifi	"37.45560847,-93.43658095"
Fairfield	wifi	"37.10126207,-93.05919138"
Nelson	wifi	"37.39510327,-93.38615803"
Holy Cross	wifi	"37.26447529,-93.3091652"
Hallows	wifi	"37.39654222,-93.32500619"
Dawn	wifi	"37.40751392,-93.27504173"
Jenna	wifi	"37.07892968,-93.30171857"
Vermont	wifi	"37.20736249,-93.51587497"
Westend	wifi	"37.15727719,-93.08185826"
Loomis	wifi	"37.15834061,-93.0652377"
Dovetail	wifi	"37.4201406,-93.53536129"
Charing Cross	wifi	"36.973947,-93.17483417"
Washington	wifi	"37.37117169,-93.36627534"
Petterle	wifi	"37.26747529,-93.56457176"
Gulseth	wifi	"37.35922237,-93.1432886"
Onsgard	wifi	"37.21560582,-93.20921996"
1st	wifi	"37.45310014,-93.34350425"
Redwing	wifi	"37.13604543,-93.6242747"
Boyd	wifi	"37.24598767,-92.97771801"
Dahle	wifi	"37.13907819,-93.07047725"
Gina	wifi	"37.14055687,-93.00105257"
Homewood	wifi	"37.06971429,-92.99979867"
Toban	wifi	"37.41601261,-93.12734234"
Wayridge	wifi	"37.24800023,-93.48852562"
Pleasure	wifi	"37.08597513,-93.28483279"
Loeprich	wifi	"37.22302467,-93.2684069"
Bay	wifi	"37.10237135,-93.43771515"
Merchant	wifi	"37.07867541,-93.13774827"
Village	wifi	"37.37081786,-93.44399121"
Bay	wifi	"37.46026236,-93.2729734"
Drewry	wifi	"37.19722233,-93.32514334"
Northport	wifi	"37.04024235,-93.13129636"
Daystar	wifi	"36.99642384,-93.34721778"
Mockingbird	wifi	"37.17740055,-93.36246417"
Northfield	wifi	"37.28684818,-93.21606457"
Sachtjen	wifi	"37.22367571,-93.53585511"
Shasta	wifi	"37.3764959,-93.5668858"
6th	wifi	"37.36076115,-93.26729121"
Upham	wifi	"37.28768974,-92.99378031"
Basil	wifi	"37.08222214,-93.55859545"
Susan	wifi	"37.25987031,-93.00252374"
Dryden	wifi	"37.30962614,-93.49185018"
Drewry	wifi	"37.34498331,-93.6005284"
Montana	wifi	"37.27632044,-93.17736535"
Granby	wifi	"37.42169045,-93.30861969"
Starling	wifi	"37.35656026,-93.47505509"
Clemons	wifi	"37.15936937,-93.1537342"
Mandrake	wifi	"37.11508677,-93.06137166"
Gulseth	wifi	"37.14048423,-93.52887992"
Magdeline	wifi	"36.99092522,-93.32508341"
Springview	wifi	"37.48668009,-93.34564244"
Paget	wifi	"37.34549655,-93.09543655"
Fairview	wifi	"37.08387714,-93.05514472"
Fairfield	wifi	"37.19626202,-93.27841057"
Sundown	wifi	"37.01054643,-93.06143181"
Sauthoff	wifi	"36.99422882,-93.36616594"
Katie	wifi	"37.26439571,-93.39049517"
Merchant	wifi	"37.40712263,-93.25964925"
Dwight	wifi	"37.17955241,-93.33134163"
Anzinger	wifi	"37.20677579,-92.95883092"
Bartillon	wifi	"37.14668202,-93.17662737"
Holmberg	wifi	"37.45363318,-93.2327736"
Moulton	wifi	"37.1662647,-93.08276389"
Di Loreto	wifi	"37.46744283,-93.37537689"
Talisman	wifi	"37.19031451,-93.13068523"
Autumn Leaf	wifi	"37.22321896,-93.48004814"
Anthes	wifi	"37.06753652,-93.03194731"
High Crossing	wifi	"37.16495185,-93.06844723"
Melody	wifi	"36.93462826,-93.24749304"
Merry	wifi	"37.3836073,-93.53409248"
Mifflin	wifi	"37.08981345,-93.09578533"
Eagan	wifi	"37.27586117,-93.07468164"
Lakewood Gardens	wifi	"37.35878992,-93.51416901"
Menomonie	wifi	"37.04207921,-93.31172567"
Ramsey	wifi	"37.26869347,-93.38968856"
Granby	wifi	"36.97265135,-93.09420366"
International	wifi	"37.19413476,-93.24552672"
Boyd	wifi	"37.10708183,-93.31512163"
Green Ridge	wifi	"37.2409623,-93.41615796"
Becker	wifi	"37.00276916,-93.2989033"
Esch	wifi	"37.32212049,-93.07338648"
Forest	wifi	"37.08882587,-93.49754853"
Mifflin	wifi	"37.23506974,-93.01144629"
Sommers	wifi	"37.22645069,-93.50367895"
Melvin	wifi	"37.15005395,-93.45376357"
Bashford	wifi	"37.32113844,-93.42343196"
Claremont	wifi	"37.23351054,-93.61857888"
Sage	wifi	"37.05144194,-93.07966266"
Summit	wifi	"37.44732868,-93.16035332"
Melrose	wifi	"37.05514412,-93.44602876"
Montana	wifi	"37.21283272,-93.50399881"
Daystar	wifi	"37.3682573,-93.45537549"
Amoth	wifi	"37.09064298,-93.08868733"
Amoth	wifi	"37.15924855,-93.44270714"
Macpherson	wifi	"37.41448836,-93.19732443"
Westport	wifi	"37.02889342,-93.32179324"
Buell	wifi	"37.19802,-93.00498674"
Thompson	wifi	"37.00126022,-93.31986868"
Sachtjen	wifi	"37.399676,-93.0205597"
Twin Pines	wifi	"37.39100236,-93.04460468"
Spenser	wifi	"37.33533274,-93.59742572"
Dottie	wifi	"36.9602363,-93.10897657"
Sunbrook	wifi	"37.12869062,-93.41856938"
Brown	wifi	"37.40378157,-93.19659154"
Hudson	wifi	"37.19918052,-93.42060377"
Monica	wifi	"37.03040811,-93.51821312"
Lawn	wifi	"37.06683448,-93.05840121"
Sauthoff	wifi	"37.15707317,-93.48015692"
Melvin	wifi	"37.29301303,-93.37369202"
Morrow	wifi	"37.2101343,-93.52070566"
North	wifi	"37.1110399,-93.42902101"
Monterey	wifi	"36.98885896,-93.27187115"
Scofield	wifi	"37.35156443,-93.37056517"
Bunker Hill	wifi	"37.07007372,-93.50224728"
Village Green	wifi	"37.10519871,-93.52345322"
Moulton	wifi	"37.35273433,-93.25063041"
Gateway	wifi	"37.23741765,-93.06662505"
7th	wifi	"37.04045105,-93.40339333"
Hudson	wifi	"37.33733729,-93.54705768"
Sunnyside	wifi	"37.19128868,-93.11512395"
Sauthoff	wifi	"37.25398924,-93.16054723"
4th	wifi	"37.49341434,-93.29380238"
Packers	wifi	"37.10941608,-93.03873837"
Longview	wifi	"37.24048698,-93.30523423"
Stone Corner	wifi	"37.25482115,-93.58674545"
Scofield	wifi	"37.22650697,-93.6270728"
Canary	wifi	"37.37846633,-93.03222384"
Dennis	wifi	"36.94338175,-93.1807158"
Barnett	wifi	"37.33887732,-93.32098606"
Talmadge	wifi	"37.13764705,-93.58001016"
Forest Run	wifi	"37.03079584,-93.15930995"
Sullivan	wifi	"37.24419519,-93.45258968"
Nancy	wifi	"37.06044278,-93.15356272"
Basil	wifi	"37.19078636,-93.50550217"
Westerfield	wifi	"36.93403012,-93.30871598"
Sycamore	wifi	"37.10515587,-93.5915929"
Del Sol	wifi	"37.26602804,-93.2768452"
Dayton	wifi	"37.30279206,-93.40540906"
Spenser	wifi	"37.35671799,-93.09181316"
Talmadge	wifi	"37.09094791,-93.48866731"
Aberg	wifi	"37.24288287,-93.18629507"
Warrior	wifi	"37.17442714,-93.37981285"
Elmside	wifi	"37.16219948,-93.26001841"
Ramsey	wifi	"37.43151873,-93.22480066"
Lien	wifi	"36.99155864,-93.32195766"
Toban	wifi	"37.10070519,-93.05546104"
Rockefeller	wifi	"37.28777544,-93.27698941"
Browning	wifi	"37.31310868,-93.0726638"
Express	wifi	"37.41128899,-93.06090989"
Vera	wifi	"37.43166021,-93.50889514"
Thierer	wifi	"36.97069145,-93.29064106"
Goodland	wifi	"37.37543561,-93.18210747"
Graceland	wifi	"37.40910364,-93.31487782"
Laurel	wifi	"37.39554886,-93.2668242"
Anthes	wifi	"37.31530123,-92.95621152"
Dexter	wifi	"37.43985792,-93.40291993"
Grasskamp	wifi	"37.14728429,-93.50301543"
Anderson	wifi	"37.22723061,-93.18329454"
Heffernan	wifi	"37.00306712,-93.32010601"
Pierstorff	wifi	"37.17902863,-93.1192287"
Bunting	wifi	"37.32662289,-93.09336921"
Columbus	wifi	"37.32359866,-93.5630916"
Pepper Wood	wifi	"37.35390374,-93.3264864"
Monument	wifi	"37.20957672,-93.07545481"
Sunnyside	wifi	"37.38527616,-93.03303144"
Forest Dale	wifi	"37.21576794,-93.39083107"
Toban	wifi	"37.45877255,-93.1566311"
Dayton	wifi	"37.30050521,-93.27701575"
Bobwhite	wifi	"37.3878994,-93.19519607"
Bellgrove	wifi	"37.12170204,-93.06224419"
Sugar	wifi	"36.92490595,-93.25052766"
Sutherland	wifi	"37.19133828,-93.6373674"
Mifflin	wifi	"37.02114584,-93.40975465"
Stang	wifi	"37.119052,-93.23242032"
Continental	wifi	"37.04894885,-93.24577139"
Bartelt	wifi	"37.25227489,-92.99910467"
Lunder	wifi	"37.20450401,-93.22390963"
Monument	wifi	"37.30882882,-93.22765022"
Barby	wifi	"37.41610763,-93.37599482"
Riverside	wifi	"37.34690623,-93.13375157"
Little Fleur	wifi	"37.36189729,-93.47031013"
Mallory	wifi	"37.31418392,-93.16166396"
Carpenter	wifi	"37.3763964,-93.2756495"
Cordelia	wifi	"37.13631166,-93.37452359"
Crownhardt	wifi	"37.13850803,-92.94438977"
Rutledge	wifi	"37.23420689,-93.41137457"
Basil	wifi	"37.47441901,-93.34487984"
Mesta	wifi	"37.40526475,-93.1748969"
Northridge	wifi	"37.16015249,-93.12927672"
Spohn	wifi	"37.08836623,-93.12216547"
Harper	wifi	"37.27693896,-93.57912067"
Bobwhite	wifi	"37.03180292,-93.35077373"
Maryland	wifi	"37.39529146,-93.25725987"
Dryden	wifi	"37.06549525,-93.00827559"
Hintze	wifi	"37.17554721,-93.28720748"
Derek	wifi	"37.45752409,-93.43023984"
Alpine	wifi	"37.24947785,-93.18290279"
Packers	wifi	"37.14757139,-93.30238656"
Fairview	wifi	"37.37498585,-93.46716678"
Coolidge	wifi	"37.35762237,-93.12292833"
Meadow Vale	wifi	"37.04879642,-93.33329008"
Luster	wifi	"37.30475516,-93.2802183"
Wayridge	wifi	"37.13446127,-93.52872667"
Novick	wifi	"37.20532663,-93.09545677"
Cody	wifi	"37.38913998,-93.16813942"
Atwood	wifi	"37.49532174,-93.26864026"
Myrtle	wifi	"37.1625036,-93.565422"
Loomis	wifi	"37.27167646,-93.54704207"
Tony	wifi	"37.28781961,-93.01108216"
Shoshone	wifi	"37.17514785,-93.35655167"
Stephen	wifi	"37.47638333,-93.398956"
Bluestem	wifi	"37.40746866,-93.53982048"
Hanson	wifi	"37.26356366,-93.00726128"
Clemons	wifi	"37.05027401,-93.4138811"
Larry	wifi	"37.00311553,-93.26283108"
Hallows	wifi	"37.25567025,-93.13777974"
Petterle	wifi	"37.33263781,-93.30252517"
Brickson Park	wifi	"37.01022612,-93.05890965"
Thierer	wifi	"36.97280988,-93.42284991"
Bobwhite	wifi	"37.09550819,-93.34689898"
Trailsway	wifi	"37.36209421,-93.01862026"
Green	wifi	"37.20703729,-93.45980808"
Gulseth	wifi	"37.42975138,-93.23813114"
Towne	wifi	"37.29205509,-93.13343732"
Havey	wifi	"37.40616725,-93.43988607"
Columbus	wifi	"37.4658795,-93.26973891"
Westport	wifi	"37.12502897,-92.97343327"
Dexter	wifi	"37.36566809,-93.56806034"
Scott	wifi	"37.27312944,-93.20126865"
Del Mar	wifi	"37.40421001,-93.25605049"
Veith	wifi	"37.29120413,-93.47740891"
Toban	wifi	"37.14416947,-93.57083585"
Loomis	wifi	"37.24119055,-93.41608166"
Stephen	wifi	"36.99945158,-93.37817918"
Golf	wifi	"37.0321692,-93.16557415"
Basil	wifi	"37.40800784,-93.39960592"
School	wifi	"37.08907621,-93.32041427"
Fairview	wifi	"37.19839385,-93.25012121"
Shasta	wifi	"37.36936326,-93.32110124"
Bunker Hill	wifi	"37.37659755,-93.1158388"
Lunder	wifi	"37.13773973,-93.45790883"
Golf	wifi	"37.41605702,-93.35770154"
Homewood	wifi	"37.45891709,-93.38320969"
Clarendon	wifi	"37.11409225,-93.23102059"
Erie	wifi	"36.93036276,-93.31863605"
Norway Maple	wifi	"37.26604853,-93.34166738"
Dovetail	wifi	"37.35702939,-93.44996669"
Petterle	wifi	"37.05507808,-93.56569158"
Crescent Oaks	wifi	"37.42835818,-93.05749851"
Fair Oaks	wifi	"37.12624561,-93.31858098"
Merchant	wifi	"37.21541579,-93.61182243"
Fieldstone	wifi	"37.38943018,-93.03650055"
Summit	wifi	"37.06545962,-93.51660745"
Iowa	wifi	"37.34054924,-93.34367032"
Havey	wifi	"37.37773842,-93.39742605"
Basil	wifi	"37.2586204,-93.31079881"
Mendota	wifi	"37.24365848,-93.57310082"
Pine View	wifi	"37.15192999,-93.61367764"
Macpherson	wifi	"37.30636607,-93.57609896"
Stuart	wifi	"37.30892299,-93.27076958"
Fremont	wifi	"37.43759325,-93.09667787"
Melrose	wifi	"37.41906884,-93.08968674"
Badeau	wifi	"37.42706217,-93.16911418"
Pawling	wifi	"37.30795179,-93.03613236"
Kinsman	wifi	"37.27013412,-93.45037898"
Starling	wifi	"36.9433304,-93.3426892"
Vidon	wifi	"36.98934378,-93.0799583"
Havey	wifi	"37.206511,-93.32834624"
Lindbergh	wifi	"37.15077887,-92.99153704"
Florence	wifi	"37.24623494,-93.26543063"
Dapin	wifi	"37.31478584,-93.59364653"
Waxwing	wifi	"37.24313846,-93.38686245"
Chinook	wifi	"37.37030628,-93.46015767"
Esch	wifi	"36.95799763,-93.43709625"
Miller	wifi	"37.14730295,-93.05001976"
Jenna	wifi	"37.22756018,-93.16793658"
Nelson	wifi	"37.39851638,-93.54238912"
Starling	wifi	"37.40377355,-93.04846496"
Saint Paul	wifi	"37.3668975,-93.02024011"
David	wifi	"37.18612054,-93.60005346"
Carpenter	wifi	"37.11667427,-93.54952814"
Ruskin	wifi	"37.0198374,-93.17059019"
Blackbird	wifi	"37.29387572,-93.34045265"
Meadow Vale	wifi	"37.07502815,-93.21287702"
Village Green	wifi	"37.10369454,-93.2811128"
Meadow Valley	wifi	"37.39633863,-93.27736937"
Vernon	wifi	"37.32486665,-93.18073965"
Susan	wifi	"37.26160701,-93.12037413"
Westerfield	wifi	"36.96288331,-93.43103816"
Memorial	wifi	"37.45582413,-93.36416959"
Reinke	wifi	"37.17399568,-93.53600412"
Monica	wifi	"37.31995238,-93.29850948"
Union	wifi	"37.04201827,-93.53120576"
Gerald	wifi	"37.24546424,-93.10537905"
Iowa	wifi	"36.96815939,-93.27469875"
Havey	wifi	"37.2668535,-93.57718356"
Monument	wifi	"37.11956743,-93.06636403"
Northport	wifi	"36.94041861,-93.17625753"
Orin	wifi	"37.08557647,-93.44226342"
American	wifi	"37.27268513,-93.4711295"
Stoughton	wifi	"37.25040411,-93.06492345"
